"player","goals","shots","assists","keyPasses","yellowCard","redCard","ligue","position","games","position_general"
"Jérémy Cordoval",0,1,1,3,1,0,"Ligue 1","DR",11,"Defensor Lateral"
"Jérémy Menez",21,111,6,68,8,2,"Serie A","FW",69,"Delantero"
"Jérémy Morel",2,42,5,72,23,0,"Ligue 1","DC",185,"Defensor Central"
"Jérémy Pied",2,53,13,101,19,0,"Ligue 1","DR",91,"Defensor Lateral"
"Jérémy Sorbon",4,36,0,13,6,0,"Ligue 1","DC",164,"Defensor Central"
"Jérémy Toulalan",0,23,2,36,19,0,"Ligue 1","MC",104,"Centrocampista"
"Jérôme Boateng",2,72,11,75,22,3,"Bundesliga","DC",151,"Defensor Central"
"Jérôme Gondorf",9,95,11,83,24,0,"Bundesliga","MC",110,"Centrocampista"
"Jérôme Onguéné",0,0,0,0,0,0,"Serie A","Sub",4,"Suplente"
"Jérôme Roussillon",11,102,14,158,17,0,"Ligue 1","DL",164,"Defensor Lateral"
"Jóan Símun Edmundsson",1,3,0,0,0,0,"Bundesliga","Sub",5,"Suplente"
"Júlio Tavares",31,216,11,116,10,0,"Ligue 1","FW",120,"Delantero"
"Júnior Caiçara",0,13,3,41,8,0,"Bundesliga","DR",26,"Defensor Lateral"
"Júnior Díaz",1,21,1,15,6,0,"Bundesliga","DL",31,"Defensor Lateral"
"Júnior Firpo",7,37,8,44,18,0,"La Liga","DML",62,"Centrocampista Defensivo"
"Júnior Tavares",0,1,0,2,1,0,"Serie A","DL",3,"Defensor Lateral"
"Jürgen Locadia",7,56,1,17,2,0,"Premier League","Sub",45,"Suplente"
"Kaan Ayhan",6,62,4,30,26,0,"Bundesliga","DC",96,"Defensor Central"
"Kacper Urbanski",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Kadeem Harris",1,5,0,6,1,0,"Premier League","Sub",13,"Suplente"
"Kader Mangane",2,31,2,17,11,0,"Ligue 1","DC",51,"Defensor Central"
"Kai Havertz",40,245,25,162,12,0,"Bundesliga","AMC",145,"Centrocampista Ofensivo"
"Kai Herdling",0,0,0,0,0,0,"Bundesliga","Sub",1,"Suplente"
"Kai Pröger",2,51,6,41,0,0,"Bundesliga","MR",31,"Centrocampista"
"Kaj Sierhuis",0,14,1,8,2,0,"Ligue 1","Sub",25,"Suplente"
"Kalidou Koulibaly",10,86,4,53,54,5,"Serie A","DC",209,"Defensor Central"
"Kalidou Sidibe",1,4,0,5,8,0,"Ligue 1","MC",24,"Centrocampista"
"Kalifa Coulibaly",16,130,3,49,8,1,"Ligue 1","FW",78,"Delantero"
"Kalu Uche",5,25,2,11,1,0,"La Liga","FW",16,"Delantero"
"Kalvin Phillips",1,15,2,35,10,0,"Premier League","DMC",29,"Centrocampista Defensivo"
"Kamil Glik",20,140,6,31,54,2,"Ligue 1","DC",229,"Defensor Central"
"Kamil Grosicki",13,135,13,90,3,0,"Ligue 1","Sub",86,"Suplente"
"Kamil Wilczek",0,5,0,1,0,0,"Serie A","Sub",3,"Suplente"
"Karamoko Cissé",0,0,0,1,0,0,"Serie A","Sub",2,"Suplente"
"Karim Achahbar",0,0,0,0,0,0,"Ligue 1","Sub",1,"Suplente"
"Karim Aribi",0,8,0,2,0,0,"Ligue 1","Sub",13,"Suplente"
"Karim Azamoum",3,37,1,36,7,1,"Ligue 1","MC",44,"Centrocampista"
"Karim Bellarabi",30,382,36,204,24,1,"Bundesliga","AMR",173,"Centrocampista Ofensivo"
"Karim Benzema",120,650,55,314,5,0,"La Liga","FW",224,"Delantero"
"Karim Guédé",0,7,4,14,3,0,"Bundesliga","FW",25,"Delantero"
"Karim Laribi",0,10,0,11,0,0,"Serie A","MC",11,"Centrocampista"
"Karim Onisiwo",17,163,10,85,12,0,"Bundesliga","Sub",122,"Suplente"
"Karim Rekik",4,29,3,19,14,1,"Bundesliga","DC",109,"Defensor Central"
"Karl Darlow",0,0,0,0,2,0,"Premier League","GK",44,"Portero"
"Karl Henry",0,10,0,11,8,0,"Premier League","MC",33,"Centrocampista"
"Karl Toko Ekambi",56,386,19,179,14,0,"Ligue 1","FW",163,"Delantero"
"Karl-Johan Johnsson",0,0,2,5,1,1,"Ligue 1","GK",92,"Portero"
"Karlan Grant",5,37,0,10,1,0,"Premier League","FW",34,"Delantero"
"Karlo Letica",0,0,0,1,1,0,"Serie A","GK",11,"Portero"
"Karol Linetty",12,119,12,126,33,0,"Serie A","MC",151,"Centrocampista"
"Kasey Palmer",0,2,0,1,2,0,"Premier League","Sub",4,"Suplente"
"Kasim Nuhu",1,15,1,5,4,1,"Bundesliga","DC",38,"Defensor Central"
"Kasper Dolberg",17,79,5,28,4,0,"Ligue 1","FW",48,"Delantero"
"Kasper Schmeichel",0,2,0,12,10,0,"Premier League","GK",239,"Portero"
"Kassim Abdallah",0,1,3,13,5,1,"Ligue 1","DR",30,"Defensor Lateral"
"Kastriot Dermaku",0,3,0,1,2,0,"Serie A","DC",18,"Defensor Central"
"Kaylen Hinds",0,0,0,0,0,0,"Bundesliga","AML",1,"Centrocampista Ofensivo"
"Kayne Ramsay",0,0,0,0,1,0,"Premier League","DR",2,"Defensor Lateral"
"Kays Ruiz-Atil",0,2,0,0,1,0,"Ligue 1","Sub",7,"Suplente"
"Kazuki Nagasawa",0,7,0,4,0,0,"Bundesliga","Sub",11,"Suplente"
"Keagan Dolly",1,39,2,41,4,0,"Ligue 1","Sub",56,"Suplente"
"Kean Bryan",1,3,0,4,1,0,"Premier League","DC",13,"Defensor Central"
"Keanan Bennetts",0,0,0,0,0,0,"Bundesliga","Sub",1,"Suplente"
"Keinan Davis",1,26,1,12,0,0,"Premier League","Sub",33,"Suplente"
"Keisuke Honda",8,93,7,83,5,0,"Serie A","FWR",67,"Delantero"
"Keita",45,301,14,159,23,4,"Serie A","Sub",178,"Suplente"
"Keita Endo",1,8,0,7,0,0,"Bundesliga","Sub",16,"Suplente"
"Keko",5,92,9,87,15,1,"La Liga","MR",98,"Centrocampista"
"Kelechi Iheanacho",33,192,15,94,7,0,"Premier League","Sub",142,"Suplente"
"Kelechi Nwakali",0,0,0,1,1,0,"La Liga","Sub",5,"Suplente"
"Kelland Watts",0,0,0,0,0,0,"Premier League","Sub",1,"Suplente"
"Kelvin Adou",1,48,4,34,13,1,"Ligue 1","DR",110,"Defensor Lateral"
"Kelvin Davis",0,0,0,0,0,0,"Premier League","GK",8,"Portero"
"Kelvin Ofori",0,1,0,0,0,0,"Bundesliga","Sub",2,"Suplente"
"Kelyan Guessoum",0,6,0,1,2,0,"Ligue 1","DC",15,"Defensor Central"
"Ken Reichel",0,5,0,2,0,0,"Bundesliga","DL",7,"Defensor Lateral"
"Ken Sema",3,29,3,47,7,0,"Serie A","DML",49,"Centrocampista Defensivo"
"Kenan Karaman",13,120,4,63,7,0,"Bundesliga","Sub",97,"Suplente"
"Kenan Kodro",10,57,1,23,6,0,"La Liga","Sub",76,"Suplente"
"Kenedy",9,121,9,59,7,0,"Premier League","Sub",101,"Suplente"
"Kenji Gorré",0,0,0,0,0,0,"Premier League","Sub",1,"Suplente"
"Kenneth Omeruo",1,7,0,7,12,0,"La Liga","DC",51,"Defensor Central"
"Kenneth Zohore",1,17,1,12,1,0,"Premier League","Sub",19,"Suplente"
"Kenny Lala",13,69,16,143,9,1,"Ligue 1","DR",111,"Defensor Lateral"
"Kenny McLean",1,30,1,24,5,0,"Premier League","DMC",37,"Centrocampista Defensivo"
"Kenny Nagera",0,0,0,0,0,0,"Ligue 1","Sub",1,"Suplente"
"Kenny Rocha Santos",0,2,0,0,0,0,"Ligue 1","Sub",4,"Suplente"
"Kenny Tete",1,29,9,64,8,0,"Ligue 1","DR",76,"Defensor Lateral"
"Kepa",0,0,0,2,8,0,"Premier League","GK",129,"Portero"
"Kephren Thuram",2,12,0,8,4,0,"Ligue 1","Sub",43,"Suplente"
"Kerem Demirbay",17,207,27,247,17,1,"Bundesliga","MC",127,"Centrocampista"
"Kerim Çalhanoglu",0,1,0,0,0,0,"Bundesliga","DML",4,"Centrocampista Defensivo"
"Kermit Erasmus",0,4,0,6,0,0,"Ligue 1","Sub",10,"Suplente"
"Keven Schlotterbeck",0,21,0,2,10,1,"Bundesliga","DC",56,"Defensor Central"
"Kevin",0,2,0,7,9,0,"La Liga","DR",29,"Defensor Lateral"
"Kevin Agudelo",2,33,3,26,7,1,"Serie A","Sub",42,"Suplente"
"Kevin Akpoguma",1,9,1,11,8,0,"Bundesliga","DC",68,"Defensor Central"
"Kevin Bonifazi",4,37,1,12,8,0,"Serie A","DC",80,"Defensor Central"
"Kevin Constant",0,0,0,4,0,0,"Serie A","Sub",7,"Suplente"
"Kevin Danso",3,23,2,9,5,1,"Bundesliga","DC",47,"Defensor Central"
"Kevin De Bruyne",53,540,97,650,18,0,"Premier League","MC",213,"Centrocampista"
"Kevin Diks",0,0,0,1,0,0,"Serie A","Sub",2,"Suplente"
"Kevin Doyle",0,0,0,0,0,0,"Premier League","Sub",3,"Suplente"
"Kevin Gameiro",59,245,17,116,3,0,"La Liga","FW",202,"Delantero"
"Kevin Goden",0,0,0,1,1,0,"Bundesliga","Sub",5,"Suplente"
"Kevin Gomis",0,1,0,3,3,1,"Ligue 1","DC",19,"Defensor Central"
"Kevin Großkreutz",0,19,2,21,5,0,"Bundesliga","DR",27,"Defensor Lateral"
"Kevin Kampl",9,155,16,193,25,0,"Bundesliga","MC",158,"Centrocampista"
"Kevin Koubemba",0,16,0,4,1,0,"Ligue 1","FW",8,"Delantero"
"Kevin Kurányi",0,9,0,4,0,0,"Bundesliga","Sub",14,"Suplente"
"Kevin Lasagna",37,330,7,101,6,0,"Serie A","FW",173,"Delantero"
"Kevin Long",1,16,3,7,3,0,"Premier League","DC",42,"Defensor Central"
"Kevin Malcuit",0,38,12,66,10,4,"Ligue 1","DR",92,"Defensor Lateral"
"Kevin Mbabu",3,23,2,32,11,0,"Bundesliga","DR",45,"Defensor Lateral"
"Kevin McDonald",0,4,0,4,4,1,"Premier League","MC",15,"Centrocampista"
"Kevin Mirallas",17,187,10,107,8,2,"Premier League","Sub",119,"Suplente"
"Kevin Möhwald",8,46,2,19,4,1,"Bundesliga","Sub",51,"Suplente"
"Kevin N&#039;Doram",0,14,1,10,7,0,"Ligue 1","MC",46,"Centrocampista"
"Kevin Nolan",1,31,1,12,2,0,"Premier League","Sub",31,"Suplente"
"Kevin Rimane",0,0,0,0,0,0,"Ligue 1","Sub",3,"Suplente"
"Kevin Rüegg",0,1,0,0,0,0,"Serie A","Sub",7,"Suplente"
"Kevin Soni",0,6,0,3,1,0,"La Liga","Sub",10,"Suplente"
"Kevin Stewart",0,5,0,4,1,0,"Premier League","Sub",11,"Suplente"
"Kevin Strootman",8,83,22,161,35,0,"Serie A","MC",159,"Centrocampista"
"Kevin Stöger",4,63,11,91,14,0,"Bundesliga","MC",61,"Centrocampista"
"Kevin Toner",0,1,1,1,0,0,"Premier League","DC",4,"Defensor Central"
"Kevin Trapp",0,0,0,0,4,0,"Bundesliga","GK",173,"Portero"
"Kevin Vogt",1,43,7,77,43,0,"Bundesliga","DC",194,"Defensor Central"
"Kevin Volland",76,457,39,257,33,1,"Bundesliga","FW",215,"Delantero"
"Kevin Wimmer",0,9,0,18,19,1,"Bundesliga","DC",86,"Defensor Central"
"Kevin-Prince Boateng",22,199,9,80,22,3,"Bundesliga","FW",118,"Delantero"
"Keylor Navas",0,0,0,1,5,0,"La Liga","GK",154,"Portero"
"Khaled Adenon",0,14,1,7,15,1,"Ligue 1","DC",57,"Defensor Central"
"Khalid Boutaib",6,56,1,29,3,0,"Ligue 1","FW",31,"Delantero"
"Khiry Shelton",0,0,0,0,0,0,"Bundesliga","Sub",2,"Suplente"
"Khouma Babacar",38,273,8,64,9,0,"Serie A","FW",143,"Delantero"
"Ki Sung-yueng",12,89,6,97,15,0,"Premier League","MC",131,"Centrocampista"
"Ki-Jana Hoever",0,1,0,3,1,0,"Premier League","Sub",12,"Suplente"
"Kian Hansen",0,18,1,10,3,0,"Ligue 1","DMC",29,"Centrocampista Defensivo"
"Kieran Dowell",0,0,0,1,0,0,"Premier League","Sub",2,"Suplente"
"Kieran Gibbs",1,32,5,52,9,1,"Premier League","DL",91,"Defensor Lateral"
"Kieran Richardson",0,16,2,12,6,1,"Premier League","DL",33,"Defensor Lateral"
"Kieran Tierney",2,21,4,37,6,0,"Premier League","DL",42,"Defensor Lateral"
"Kieran Trippier",2,37,28,248,9,0,"Premier League","DR",160,"Defensor Lateral"
"Kieron Freeman",0,0,0,0,0,0,"Premier League","Sub",2,"Suplente"
"Kike Barja",2,28,4,20,2,0,"La Liga","Sub",42,"Suplente"
"Kike García",35,284,5,75,17,1,"La Liga","FW",153,"Delantero"
"Kike Pérez",0,20,0,16,4,0,"La Liga","Sub",30,"Suplente"
"Kike Sola",0,5,0,1,0,0,"La Liga","Sub",10,"Suplente"
"Kiki Kouyate",1,13,0,3,10,0,"Ligue 1","DC",25,"Defensor Central"
"Kiko Casilla",0,0,0,0,4,1,"La Liga","GK",65,"Portero"
"Kiko Femenía",2,25,4,68,14,0,"Premier League","DR",111,"Defensor Lateral"
"Kiko Olivas",2,14,0,7,9,0,"La Liga","DC",75,"Defensor Central"
"Kilian Jakob",0,1,0,0,0,0,"Bundesliga","AML",1,"Centrocampista Ofensivo"
"Kilian Ludewig",0,0,0,5,1,0,"Bundesliga","MR",6,"Centrocampista"
"Killian Sanson",0,1,0,0,0,0,"Ligue 1","Sub",1,"Suplente"
"Kingsley Coman",24,224,29,192,6,0,"Bundesliga","Sub",152,"Suplente"
"Kingsley Ehizibue",1,21,2,21,11,1,"Bundesliga","DR",52,"Defensor Lateral"
"Kingsley Fobi",0,0,0,0,0,0,"La Liga","Sub",1,"Suplente"
"Kingsley Michael",0,0,0,1,0,0,"Serie A","DMC",1,"Centrocampista Defensivo"
"Kingsley Schindler",0,13,2,10,0,0,"Bundesliga","AMR",13,"Centrocampista Ofensivo"
"Kiril Despodov",0,0,0,0,0,0,"Serie A","Sub",5,"Suplente"
"Klaas-Jan Huntelaar",25,183,7,63,10,1,"Bundesliga","FW",84,"Delantero"
"Klaus Gjasula",2,14,1,28,17,0,"Bundesliga","MC",29,"Centrocampista"
"Klauss",0,1,0,2,0,0,"Bundesliga","Sub",4,"Suplente"
"Koba Koindredi",0,0,0,0,0,0,"La Liga","Sub",2,"Suplente"
"Koen Casteels",0,0,0,2,6,0,"Bundesliga","GK",157,"Portero"
"Koffi",0,0,0,0,0,0,"La Liga","Sub",1,"Suplente"
"Koffi Djidji",1,25,0,12,21,0,"Ligue 1","DC",139,"Defensor Central"
"Koke",23,203,47,422,44,2,"La Liga","MC",244,"Centrocampista"
"Kolbeinn Sigthorsson",3,38,0,13,4,1,"Ligue 1","FW",30,"Delantero"
"Kolo Touré",1,5,0,2,1,0,"Premier League","DC",26,"Defensor Central"
"Konrad Laimer",3,32,9,47,15,1,"Bundesliga","Sub",83,"Suplente"
"Konstantin Engel",0,2,0,1,2,0,"Bundesliga","DL",4,"Defensor Lateral"
"Konstantin Rausch",2,78,8,71,14,0,"Bundesliga","ML",75,"Centrocampista"
"Konstantinos Mavropanos",0,18,0,6,6,1,"Bundesliga","DC",28,"Defensor Central"
"Konstantinos Stafylidis",6,74,0,36,9,0,"Bundesliga","DL",64,"Defensor Lateral"
"Konstantinos Tsimikas",0,0,0,0,0,0,"Premier League","Sub",2,"Suplente"
"Koné",0,3,0,2,0,0,"La Liga","Sub",5,"Suplente"
"Koray Günter",0,15,2,14,12,0,"Serie A","DC",73,"Defensor Central"
"Kortney Hause",2,25,0,2,5,0,"Premier League","DC",25,"Defensor Central"
"Kossi Agassa",0,0,0,0,0,0,"Ligue 1","GK",28,"Portero"
"Kostas Manolas",9,87,5,32,32,2,"Serie A","DC",212,"Defensor Central"
"Kostas Mitroglou",12,63,0,15,2,0,"Ligue 1","Sub",33,"Suplente"
"Kouadio Dabila",0,2,0,4,3,0,"Ligue 1","DC",24,"Defensor Central"
"Kouadio Kone",0,9,0,6,3,1,"Ligue 1","MC",14,"Centrocampista"
"Kouakou Herve Koffi",0,0,0,0,0,0,"Ligue 1","GK",4,"Portero"
"Kristoffer Askildsen",1,2,0,2,2,1,"Serie A","Sub",10,"Suplente"
"Kristoffer Nordfeldt",0,0,0,0,0,0,"Premier League","GK",2,"Portero"
"Krisztofer Horváth",0,1,0,1,0,0,"Serie A","Sub",3,"Suplente"
"Krzysztof Piatek",37,233,2,66,12,0,"Serie A","FW",102,"Delantero"
"Krépin Diatta",1,3,0,2,3,0,"Ligue 1","Sub",12,"Suplente"
"Kuki Zalazar",0,0,1,1,0,0,"La Liga","Sub",2,"Suplente"
"Kurt Zouma",9,100,4,20,13,1,"Premier League","DC",165,"Defensor Central"
"Kwadwo Asamoah",0,44,5,91,16,0,"Serie A","DL",104,"Defensor Lateral"
"Kwame Nsor",0,2,0,3,0,0,"Ligue 1","Sub",7,"Suplente"
"Kwasi Okyere Wriedt",0,2,0,0,0,0,"Bundesliga","Sub",2,"Suplente"
"Kwon Chang-Hoon",15,112,3,67,7,0,"Ligue 1","Sub",96,"Suplente"
"Kyle Bartley",3,22,1,10,10,0,"Premier League","DC",47,"Defensor Central"
"Kyle Edwards",0,2,0,1,0,0,"Premier League","Sub",5,"Suplente"
"Kyle Lafferty",0,0,0,0,0,0,"Premier League","Sub",1,"Suplente"
"Kyle Naughton",1,43,6,59,9,3,"Premier League","DR",107,"Defensor Lateral"
"Kyle Walker",4,104,20,165,29,1,"Premier League","DR",199,"Defensor Lateral"
"Kyle Walker-Peters",0,23,7,32,6,0,"Premier League","DR",52,"Defensor Lateral"
"Kylian Mbappe-Lottin",107,453,36,207,15,1,"Ligue 1","FW",148,"Delantero"
"Kyriakos Papadopoulos",5,67,2,13,26,2,"Bundesliga","DC",75,"Defensor Central"
"Kévin Berigaud",7,87,9,52,4,0,"Ligue 1","Sub",83,"Suplente"
"Kévin Denkey",4,38,2,11,4,0,"Ligue 1","Sub",27,"Suplente"
"Kévin Lejeune",1,30,3,41,5,0,"Ligue 1","AML",46,"Centrocampista Ofensivo"
"Kévin Mayi",3,29,1,4,1,0,"Ligue 1","Sub",25,"Suplente"
"Kévin Monnet-Paquet",11,167,10,125,6,0,"Ligue 1","Sub",164,"Suplente"
"Kévin Rodrigues",3,53,5,66,9,1,"La Liga","DL",78,"Defensor Lateral"
"Kévin Théophile-Catherine",1,31,3,39,13,0,"Ligue 1","DC",109,"Defensor Central"
"Kévin Zohi",4,48,2,11,1,0,"Ligue 1","Sub",61,"Suplente"
"Lacina Traoré",6,57,4,27,6,1,"Ligue 1","FW",51,"Delantero"
"Ladislas Douniama",1,6,0,0,0,0,"Ligue 1","Sub",9,"Suplente"
"Ladislav Krejci",2,51,11,84,5,0,"Serie A","Sub",81,"Suplente"
"Lago Junior",4,41,0,20,3,0,"La Liga","ML",35,"Centrocampista"
"Lalaïna Nomenjanahary",1,23,3,25,3,0,"Ligue 1","Sub",26,"Suplente"
"Lamin Jallow",0,1,0,0,0,0,"Serie A","Sub",2,"Suplente"
"Lamine Fomba",1,38,1,28,13,0,"Ligue 1","MC",52,"Centrocampista"
"Lamine Gassama",1,1,2,27,12,2,"Ligue 1","DR",62,"Defensor Lateral"
"Lamine Ghezali",1,2,0,0,1,0,"Ligue 1","Sub",7,"Suplente"
"Lamine Gueye",3,40,2,19,1,0,"Ligue 1","Sub",26,"Suplente"
"Lamine Koné",7,79,3,26,20,1,"Ligue 1","DC",153,"Defensor Central"
"Lamine Sané",3,24,2,8,8,2,"Bundesliga","DC",74,"Defensor Central"
"Landry Bonnefoi",0,0,0,0,0,0,"Ligue 1","GK",4,"Portero"
"Landry Dimata",0,12,1,7,0,1,"Bundesliga","Sub",21,"Suplente"
"Landry N&#039;Guémo",1,12,0,8,0,0,"Ligue 1","MC",14,"Centrocampista"
"Lars Bender",8,96,16,93,24,0,"Bundesliga","DR",119,"Defensor Lateral"
"Lars Jacobsen",1,8,4,24,6,0,"Ligue 1","DR",57,"Defensor Lateral"
"Lars Lukas Mai",0,0,0,0,0,0,"Bundesliga","DC",2,"Defensor Central"
"Lars Stindl",60,381,29,271,38,1,"Bundesliga","FW",188,"Delantero"
"Lass",1,45,3,37,9,0,"La Liga","Sub",41,"Suplente"
"Lass Diarra",1,13,2,27,10,0,"Ligue 1","DMC",50,"Centrocampista Defensivo"
"Lassana Coulibaly",3,75,5,41,10,1,"Ligue 1","Sub",93,"Suplente"
"Lasse Schöne",2,35,3,41,5,0,"Serie A","MC",32,"Centrocampista"
"Lasse Sobiech",0,0,0,1,1,0,"Bundesliga","DC",1,"Defensor Central"
"Lasse Sorenson",0,0,1,2,0,0,"Premier League","MC",1,"Centrocampista"
"Laure",0,1,0,17,10,1,"La Liga","DR",49,"Defensor Lateral"
"Laurent Abergel",3,29,1,20,5,0,"Ligue 1","MC",38,"Centrocampista"
"Laurent Ciman",0,9,0,2,3,0,"Ligue 1","DC",9,"Defensor Central"
"Laurent Depoitre",6,54,2,22,2,0,"Premier League","Sub",56,"Suplente"
"Laurent Dos Santos",0,4,1,3,2,0,"Ligue 1","DL",19,"Defensor Lateral"
"Laurent Jans",0,8,1,10,2,0,"Bundesliga","DR",22,"Defensor Lateral"
"Laurent Koscielny",14,59,2,31,22,1,"Premier League","DC",186,"Defensor Central"
"Laurent Pionnier",0,0,0,2,0,0,"Ligue 1","GK",53,"Portero"
"Lautaro Martínez",37,299,11,90,17,1,"Serie A","FW",100,"Delantero"
"Lautaro Valenti",0,4,0,1,0,0,"Serie A","DC",11,"Defensor Central"
"Lautaro de León",0,0,0,0,0,0,"La Liga","Sub",1,"Suplente"
"Layvin Kurzawa",11,120,15,109,19,1,"Ligue 1","DL",136,"Defensor Lateral"
"Lazar Markovic",4,28,1,29,4,0,"Premier League","MR",32,"Centrocampista"
"Lazar Samardzic",0,1,1,3,0,0,"Bundesliga","Sub",10,"Suplente"
"Lazaros Christodoulopoulos",2,38,5,28,6,0,"Serie A","Sub",32,"Suplente"
"Leander Dendoncker",7,68,0,33,10,0,"Premier League","MC",90,"Centrocampista"
"Leandro Bacuna",1,54,5,34,11,0,"Premier League","Sub",61,"Suplente"
"Leandro Barreiro Martins",2,42,4,26,10,0,"Bundesliga","MC",48,"Centrocampista"
"Leandro Cabrera",4,38,1,19,17,1,"La Liga","DC",81,"Defensor Central"
"Leandro Castán",0,2,1,2,10,0,"Serie A","DC",34,"Defensor Central"
"Leandro Chichizola",0,0,0,1,2,0,"La Liga","GK",28,"Portero"
"Leandro Damião",0,6,0,4,0,0,"La Liga","Sub",3,"Suplente"
"Leandro Greco",1,27,1,49,15,0,"Serie A","MC",51,"Centrocampista"
"Leandro Paredes",8,144,6,117,25,1,"Serie A","MC",124,"Centrocampista"
"Leandro Putaro",0,1,0,0,0,0,"Bundesliga","Sub",4,"Suplente"
"Leandro Trossard",10,99,8,93,2,0,"Premier League","AMC",66,"Centrocampista Ofensivo"
"Lebo Mothiba",19,86,5,40,4,0,"Ligue 1","FW",70,"Delantero"
"Lebogang Phiri",0,18,1,21,4,0,"Ligue 1","DMC",46,"Centrocampista Defensivo"
"Ledian Memushaj",1,71,3,58,6,0,"Serie A","MC",53,"Centrocampista"
"Lee Cattermole",1,25,0,37,26,0,"Premier League","MC",67,"Centrocampista"
"Lee Chung-yong",1,12,1,15,0,0,"Premier League","Sub",38,"Suplente"
"Lee Grant",0,0,0,0,1,0,"Premier League","GK",31,"Portero"
"Lee Kang-In",2,37,4,28,3,2,"La Liga","Sub",44,"Suplente"
"Lee Peltier",0,1,0,3,4,0,"Premier League","DR",24,"Defensor Lateral"
"Lee Seung-Woo",1,11,0,3,4,0,"Serie A","Sub",14,"Suplente"
"Lee Tomlin",0,5,0,7,1,0,"Premier League","Sub",6,"Suplente"
"Leif Davis",0,0,0,0,0,0,"Premier League","Sub",2,"Suplente"
"Leighton Baines",8,56,16,173,9,0,"Premier League","DL",117,"Defensor Lateral"
"Lemouya Goudiaby",0,0,0,0,0,0,"Ligue 1","Sub",2,"Suplente"
"Lennart Czyborra",1,5,0,4,2,0,"Serie A","DML",18,"Centrocampista Defensivo"
"Lennart Grill",0,0,0,0,0,0,"Bundesliga","GK",4,"Portero"
"Lennart Thy",1,5,0,0,0,0,"Bundesliga","Sub",6,"Suplente"
"Lenny Nangis",4,74,6,34,14,1,"Ligue 1","Sub",78,"Suplente"
"Lenny Pintor",0,0,0,0,0,0,"Ligue 1","Sub",1,"Suplente"
"Leo Baptistao",26,232,11,82,12,0,"La Liga","FW",128,"Delantero"
"Leo Lacroix",0,16,0,3,9,1,"Ligue 1","DC",31,"Defensor Central"
"Leo Stulac",0,22,2,21,3,1,"Serie A","MC",26,"Centrocampista"
"Leo Suárez",2,12,0,2,0,0,"La Liga","Sub",16,"Suplente"
"Leon Andreasen",3,34,1,17,6,0,"Bundesliga","Sub",32,"Suplente"
"Leon Bailey",28,225,18,182,13,2,"Bundesliga","Sub",119,"Suplente"
"Leon Balogun",2,18,0,9,13,1,"Bundesliga","DC",60,"Defensor Central"
"Leon Britton",0,5,0,7,9,0,"Premier League","DMC",55,"Centrocampista Defensivo"
"Leon Clarke",0,1,0,0,0,0,"Premier League","Sub",2,"Suplente"
"Leon Dajaku",0,0,0,0,0,0,"Bundesliga","Sub",6,"Suplente"
"Leon Goretzka",29,278,22,140,18,0,"Bundesliga","MC",169,"Centrocampista"
"Leon Guwara",0,2,0,10,1,1,"Bundesliga","DL",18,"Defensor Lateral"
"Leon Osman",2,31,2,16,0,0,"Premier League","Sub",30,"Suplente"
"Leonardo Balerdi",2,13,0,1,7,1,"Ligue 1","DC",28,"Defensor Central"
"Leonardo Bittencourt",21,230,21,164,25,2,"Bundesliga","Sub",170,"Suplente"
"Leonardo Blanchard",3,22,1,4,11,1,"Serie A","DC",28,"Defensor Central"
"Leonardo Bonucci",19,148,1,72,38,1,"Serie A","DC",224,"Defensor Central"
"Leonardo Capezzi",0,37,1,28,8,1,"Serie A","MC",43,"Centrocampista"
"Leonardo Fontanesi",0,1,0,2,0,0,"Serie A","DR",3,"Defensor Lateral"
"Leonardo Koutris",0,0,0,1,0,0,"La Liga","Sub",2,"Suplente"
"Leonardo Morosini",0,2,0,1,0,0,"Serie A","Sub",7,"Suplente"
"Leonardo Pavoletti",55,346,10,98,31,1,"Serie A","FW",159,"Delantero"
"Leonardo Sernicola",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Leonardo Spinazzola",3,68,14,127,5,0,"Serie A","DML",111,"Centrocampista Defensivo"
"Leonardo Ulloa",19,97,5,59,3,0,"Premier League","Sub",96,"Suplente"
"Leonel Vangioni",0,6,0,7,4,0,"Serie A","DL",15,"Defensor Lateral"
"Leopold Zingerle",0,0,0,0,1,0,"Bundesliga","GK",28,"Portero"
"Leroy Fer",13,107,7,84,20,0,"Premier League","MC",94,"Centrocampista"
"Leroy Sané",42,284,43,199,16,0,"Premier League","Sub",168,"Suplente"
"Levan Mchedlidze",10,71,1,21,9,1,"Serie A","Sub",64,"Suplente"
"Levent Aycicek",1,11,0,14,1,0,"Bundesliga","Sub",11,"Suplente"
"Levi Lumeka",0,1,0,0,0,0,"Premier League","Sub",1,"Suplente"
"Levin Öztunali",11,153,22,130,11,0,"Bundesliga","Sub",161,"Suplente"
"Lewis Baker",0,12,0,7,1,0,"Bundesliga","DMC",8,"Centrocampista Defensivo"
"Lewis Cook",0,36,4,47,13,0,"Premier League","MC",75,"Centrocampista"
"Lewis Dunk",11,110,5,46,26,3,"Premier League","DC",143,"Defensor Central"
"Lewis Grabban",1,20,1,9,2,0,"Premier League","Sub",24,"Suplente"
"Lewis Holtby",10,104,10,115,14,1,"Bundesliga","AMC",102,"Centrocampista Ofensivo"
