"player","goals","shots","assists","keyPasses","yellowCard","redCard","ligue","position","games","position_general"
"David Simón",1,26,3,43,13,0,"La Liga","DR",54,"Defensor Lateral"
"David Soria",0,0,0,2,5,0,"La Liga","GK",119,"Portero"
"David Timor",7,68,1,45,24,2,"La Liga","Sub",95,"Suplente"
"David Yelldell",0,0,0,0,0,0,"Bundesliga","Sub",1,"Suplente"
"David Zurutuza",8,74,6,58,14,1,"La Liga","MC",120,"Centrocampista"
"David de Gea",0,0,0,1,5,0,"Premier League","GK",245,"Portero"
"Davide Astori",4,46,1,42,31,1,"Serie A","DC",115,"Defensor Central"
"Davide Bassi",0,0,0,0,0,0,"Serie A","GK",8,"Portero"
"Davide Bertoncini",0,0,0,2,1,0,"Serie A","DC",5,"Defensor Central"
"Davide Biondini",0,15,0,40,12,0,"Serie A","MC",71,"Centrocampista"
"Davide Biraschi",0,27,2,26,12,2,"Serie A","DC",101,"Defensor Central"
"Davide Brivio",0,13,0,11,3,0,"Serie A","DL",27,"Defensor Lateral"
"Davide Calabria",5,65,7,89,21,3,"Serie A","DR",123,"Defensor Lateral"
"Davide Di Gennaro",2,23,5,36,4,1,"Serie A","MC",22,"Centrocampista"
"Davide Di Molfetta",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Davide Ghislandi",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Davide Moro",0,1,0,0,1,0,"Serie A","Sub",4,"Suplente"
"Davide Riccardi",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Davide Santon",0,29,4,50,11,0,"Serie A","DR",92,"Defensor Lateral"
"Davide Succi",2,6,0,2,1,0,"Serie A","Sub",9,"Suplente"
"Davide Vitturini",0,0,0,1,0,0,"Serie A","DR",3,"Defensor Lateral"
"Davide Zappacosta",10,139,11,107,11,0,"Serie A","DR",145,"Defensor Lateral"
"Davie Selke",30,206,10,80,26,0,"Bundesliga","Sub",161,"Suplente"
"Davinson Sánchez",1,35,1,10,10,1,"Premier League","DC",101,"Defensor Central"
"Davor Lovren",0,1,0,0,0,0,"Bundesliga","Sub",2,"Suplente"
"Davy Klaassen",12,84,9,81,13,0,"Bundesliga","MC",76,"Centrocampista"
"Davy Pröpper",2,84,7,68,8,1,"Premier League","MC",107,"Centrocampista"
"Davy Roef",0,0,0,0,0,0,"La Liga","GK",1,"Portero"
"Dawid Kownacki",10,66,2,32,6,0,"Serie A","Sub",65,"Suplente"
"Dayotchanculle Upamecano",4,47,1,29,22,2,"Bundesliga","DC",112,"Defensor Central"
"De Marcos",6,77,17,143,28,2,"La Liga","DR",185,"Defensor Lateral"
"De las Cuevas",0,22,1,30,3,0,"La Liga","MC",28,"Centrocampista"
"DeAndre Yedlin",2,24,5,68,16,1,"Premier League","DR",109,"Defensor Lateral"
"Dean Hammond",0,6,0,4,3,0,"Premier League","MC",12,"Centrocampista"
"Dean Henderson",0,1,0,1,5,0,"Premier League","GK",49,"Portero"
"Dean Marney",1,21,2,17,13,0,"Premier League","MC",41,"Centrocampista"
"Dean Whitehead",0,0,0,0,0,0,"Premier League","Sub",4,"Suplente"
"Declan Rice",5,86,4,56,13,0,"Premier League","DMC",131,"Centrocampista Defensivo"
"Declan Rudd",0,0,0,0,2,0,"Premier League","GK",11,"Portero"
"Dedryck Boyata",5,26,1,8,12,1,"Bundesliga","DC",49,"Defensor Central"
"Deian Boldor",0,0,0,1,0,0,"Serie A","DC",1,"Defensor Central"
"Deivid",0,6,0,13,4,0,"La Liga","DMC",21,"Centrocampista Defensivo"
"Dejan Drazic",0,1,0,0,1,0,"La Liga","Sub",6,"Suplente"
"Dejan Joveljic",0,0,0,0,1,0,"Bundesliga","FW",4,"Delantero"
"Dejan Kulusevski",14,98,11,129,10,0,"Serie A","Sub",74,"Suplente"
"Dejan Lazarevic",1,14,1,10,2,0,"Serie A","Sub",18,"Suplente"
"Dejan Lekic",0,3,0,4,1,0,"La Liga","Sub",18,"Suplente"
"Dejan Lovren",5,79,3,26,18,0,"Premier League","DC",131,"Defensor Central"
"Dele Alli",50,330,34,230,24,0,"Premier League","AMC",171,"Centrocampista Ofensivo"
"Demarai Gray",11,154,11,92,7,0,"Premier League","Sub",143,"Suplente"
"Demba Thiam",0,0,0,0,0,0,"Serie A","GK",2,"Portero"
"Deme N&#039;Diaye",0,6,1,4,0,0,"Ligue 1","Sub",7,"Suplente"
"Demeaco Duhaney",0,0,0,0,0,0,"Premier League","DR",1,"Defensor Lateral"
"Demetri Mitchell",0,0,0,2,0,0,"Premier League","DL",1,"Defensor Lateral"
"Denilho Cleonise",0,1,0,0,2,0,"Serie A","Sub",4,"Suplente"
"Denis Bouanga",26,270,9,74,16,0,"Ligue 1","ML",98,"Centrocampista"
"Denis Cheryshev",12,189,18,118,22,0,"La Liga","Sub",142,"Suplente"
"Denis Dragus",0,4,0,0,1,0,"Serie A","Sub",9,"Suplente"
"Denis Odoi",0,12,1,12,5,0,"Premier League","DC",34,"Defensor Central"
"Denis Petric",0,0,0,0,1,0,"Ligue 1","GK",21,"Portero"
"Denis Poha",0,0,0,0,0,0,"Ligue 1","Sub",2,"Suplente"
"Denis Suárez",10,131,27,194,20,0,"La Liga","Sub",175,"Suplente"
"Denis Vavro",0,10,0,1,1,0,"Serie A","Sub",23,"Suplente"
"Denis Zakaria",9,90,4,49,30,0,"Bundesliga","MC",109,"Centrocampista"
"Deniz Hummet",0,1,0,1,0,0,"Ligue 1","Sub",6,"Suplente"
"Dennis Aogo",0,51,9,85,19,0,"Bundesliga","DL",99,"Defensor Lateral"
"Dennis Appiah",1,19,5,61,10,1,"Ligue 1","DR",109,"Defensor Lateral"
"Dennis Borkowski",0,0,0,0,0,0,"Bundesliga","Sub",3,"Suplente"
"Dennis Diekmeier",0,17,4,59,17,1,"Bundesliga","DR",89,"Defensor Lateral"
"Dennis Eckert",0,8,0,3,0,0,"La Liga","Sub",9,"Suplente"
"Dennis Geiger",3,44,6,75,17,1,"Bundesliga","MC",55,"Centrocampista"
"Dennis Jastrzembski",0,3,0,3,1,0,"Bundesliga","Sub",11,"Suplente"
"Dennis Man",2,19,1,5,1,0,"Serie A","Sub",14,"Suplente"
"Dennis Praet",6,122,10,109,16,0,"Serie A","MC",140,"Centrocampista"
"Dennis Smarsch",0,0,0,0,0,0,"Bundesliga","Sub",2,"Suplente"
"Dennis Srbeny",6,30,1,7,2,0,"Bundesliga","Sub",25,"Suplente"
"Denys Bain",1,3,0,0,3,1,"Ligue 1","DC",15,"Defensor Central"
"Denys Boyko",0,0,0,0,0,0,"La Liga","GK",3,"Portero"
"Denys Oliinyk",1,1,0,1,0,0,"Bundesliga","Sub",4,"Suplente"
"Dereck Kutesa",2,15,2,14,2,0,"Ligue 1","Sub",42,"Suplente"
"Derek Boateng",0,2,0,2,3,0,"La Liga","DMC",13,"Centrocampista Defensivo"
"Derrick Luckassen",0,0,0,0,0,0,"Bundesliga","Sub",4,"Suplente"
"Devante Parker",0,0,0,0,0,0,"Bundesliga","Sub",2,"Suplente"
"Deyovaisio Zeefuik",1,3,0,12,2,1,"Bundesliga","Sub",22,"Suplente"
"Deyverson",18,153,6,65,34,2,"La Liga","FW",105,"Delantero"
"Diadie Samassékou",0,22,3,19,7,0,"Bundesliga","MC",52,"Centrocampista"
"Diafra Sakho",20,147,3,45,8,0,"Premier League","FW",77,"Delantero"
"Diallo Guidileye",0,11,2,9,5,0,"Ligue 1","MC",24,"Centrocampista"
"Dickson Nwakaeme",0,0,0,2,1,0,"Ligue 1","Sub",6,"Suplente"
"Didier Digard",1,15,1,8,4,0,"Ligue 1","Sub",25,"Suplente"
"Didier Drogba",4,30,1,14,5,0,"Premier League","Sub",28,"Suplente"
"Didier Ndong",3,81,5,67,34,2,"Ligue 1","MC",146,"Centrocampista"
